Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
1.493	0,035	1.493	0,244
1.4932	0,040	1.4932	0,396
1.4934	0,048	1.4934	0,486
1.4936	0,059	1.4936	0,509
1.4938	0,072	1.4938	0,472
1.494	0,084	1.494	0,389
1.4942	0,096	1.4942	0,278
1.4944	0,105	1.4944	0,162
1.4946	0,110	1.4946	0,061
1.4948	0,111	1.4948	-0,005
1.495	0,108	1.495	-0,027
1.4952	0,100	1.4952	0,001
1.4954	0,089	1.4954	0,075
1.4956	0,076	1.4956	0,184
1.4958	0,061	1.4958	0,314
1.496	0,046	1.496	0,449
1.4962	0,032	1.4962	0,571
1.4964	0,019	1.4964	0,667
1.4966	0,008	1.4966	0,726
1.4968	-0,002	1.4968	0,744
1.497	-0,009	1.497	0,722
1.4972	-0,016	1.4972	0,666
1.4974	-0,022	1.4974	0,584
1.4976	-0,027	1.4976	0,489
1.4978	-0,032	1.4978	0,392
1.498	-0,037	1.498	0,301
1.4982	-0,042	1.4982	0,224
1.4984	-0,045	1.4984	0,164
1.4986	-0,047	1.4986	0,122
1.4988	-0,048	1.4988	0,098
1.499	-0,046	1.499	0,087
1.4992	-0,041	1.4992	0,087
1.4994	-0,034	1.4994	0,096
1.4996	-0,025	1.4996	0,112
1.4998	-0,015	1.4998	0,135
1.5	-0,004	1.5	0,167
1.5002	0,007	1.5002	0,208
1.5004	0,016	1.5004	0,259
1.5006	0,022	1.5006	0,320
1.5008	0,025	1.5008	0,385
1.501	0,025	1.501	0,449
1.5012	0,021	1.5012	0,503
1.5014	0,014	1.5014	0,539
1.5016	0,005	1.5016	0,548
1.5018	-0,005	1.5018	0,523
1.502	-0,015	1.502	0,460
1.5022	-0,023	1.5022	0,361
1.5024	-0,028	1.5024	0,233
1.5026	-0,030	1.5026	0,087
1.5028	-0,027	1.5028	-0,061
1.503	-0,020	1.503	-0,197
1.5032	-0,010	1.5032	-0,304
1.5034	0,003	1.5034	-0,371
1.5036	0,018	1.5036	-0,390
1.5038	0,033	1.5038	-0,361
1.504	0,047	1.504	-0,293
1.5042	0,058	1.5042	-0,196
1.5044	0,066	1.5044	-0,091
1.5046	0,069	1.5046	0,005
1.5048	0,069	1.5048	0,071
1.505	0,064	1.505	0,095
1.5052	0,057	1.5052	0,066
1.5054	0,047	1.5054	-0,015
1.5056	0,037	1.5056	-0,140
1.5058	0,027	1.5058	-0,295
1.506	0,018	1.506	-0,460
1.5062	0,012	1.5062	-0,612
1.5064	0,009	1.5064	-0,730
1.5066	0,008	1.5066	-0,798
1.5068	0,011	1.5068	-0,805
1.507	0,016	1.507	-0,748
1.5072	0,022	1.5072	-0,634
1.5074	0,030	1.5074	-0,476
1.5076	0,037	1.5076	-0,290
1.5078	0,043	1.5078	-0,099
1.508	0,049	1.508	0,079
1.5082	0,053	1.5082	0,228
1.5084	0,055	1.5084	0,336
1.5086	0,056	1.5086	0,401
1.5088	0,057	1.5088	0,424
1.509	0,058	1.509	0,415
1.5092	0,059	1.5092	0,384
1.5094	0,062	1.5094	0,345
1.5096	0,067	1.5096	0,310
1.5098	0,073	1.5098	0,287
1.51	0,081	1.51	0,280
1.5102	0,091	1.5102	0,289
1.5104	0,100	1.5104	0,310
1.5106	0,109	1.5106	0,333
1.5108	0,117	1.5108	0,352
1.511	0,123	1.511	0,358
1.5112	0,126	1.5112	0,348
1.5114	0,126	1.5114	0,320
1.5116	0,122	1.5116	0,279
1.5118	0,116	1.5118	0,233
1.512	0,106	1.512	0,190
1.5122	0,095	1.5122	0,159
1.5124	0,082	1.5124	0,149
1.5126	0,069	1.5126	0,162
1.5128	0,057	1.5128	0,196
1.513	0,046	1.513	0,243
1.5132	0,038	1.5132	0,290
1.5134	0,031	1.5134	0,321
1.5136	0,027	1.5136	0,319
1.5138	0,024	1.5138	0,268
1.514	0,023	1.514	0,160
1.5142	0,023	1.5142	-0,009
1.5144	0,022	1.5144	-0,231
1.5146	0,020	1.5146	-0,491
1.5148	0,016	1.5148	-0,766
1.515	0,010	1.515	-1,028
1.5152	0,002	1.5152	-1,246
1.5154	-0,010	1.5154	-1,393
1.5156	-0,023	1.5156	-1,446
1.5158	-0,039	1.5158	-1,393
1.516	-0,055	1.516	-1,233
1.5162	-0,072	1.5162	-0,978
1.5164	-0,087	1.5164	-0,653
1.5166	-0,102	1.5166	-0,289
1.5168	-0,114	1.5168	0,074
1.517	-0,122	1.517	0,396
1.5172	-0,128	1.5172	0,640
1.5174	-0,130	1.5174	0,780
1.5176	-0,129	1.5176	0,798
1.5178	-0,124	1.5178	0,693
1.518	-0,118	1.518	0,476
1.5182	-0,109	1.5182	0,175
1.5184	-0,100	1.5184	-0,176
1.5186	-0,090	1.5186	-0,534
1.5188	-0,080	1.5188	-0,857
1.519	-0,070	1.519	-1,107
1.5192	-0,061	1.5192	-1,254
1.5194	-0,052	1.5194	-1,280
1.5196	-0,043	1.5196	-1,183
1.5198	-0,034	1.5198	-0,975
1.52	-0,024	1.52	-0,679
1.5202	-0,013	1.5202	-0,330
1.5204	-0,001	1.5204	0,035
1.5206	0,012	1.5206	0,376
1.5208	0,025	1.5208	0,660
1.521	0,039	1.521	0,862
1.5212	0,053	1.5212	0,969
1.5214	0,065	1.5214	0,980
1.5216	0,075	1.5216	0,909
1.5218	0,083	1.5218	0,776
1.522	0,087	1.522	0,611
1.5222	0,088	1.5222	0,445
1.5224	0,085	1.5224	0,305
1.5226	0,078	1.5226	0,211
1.5228	0,069	1.5228	0,176
1.523	0,058	1.523	0,200
1.5232	0,045	1.5232	0,270
1.5234	0,033	1.5234	0,368
1.5236	0,021	1.5236	0,466
1.5238	0,012	1.5238	0,536
1.524	0,004	1.524	0,555
1.5242	-0,001	1.5242	0,504
1.5244	-0,005	1.5244	0,374
1.5246	-0,007	1.5246	0,170
1.5248	-0,008	1.5248	-0,091
1.525	-0,010	1.525	-0,385
1.5252	-0,013	1.5252	-0,679
1.5254	-0,019	1.5254	-0,937
1.5256	-0,028	1.5256	-1,128
1.5258	-0,040	1.5258	-1,226
1.526	-0,056	1.526	-1,217
1.5262	-0,074	1.5262	-1,100
1.5264	-0,094	1.5264	-0,886
1.5266	-0,114	1.5266	-0,601
1.5268	-0,133	1.5268	-0,279
1.527	-0,149	1.527	0,043
1.5272	-0,160	1.5272	0,325
1.5274	-0,166	1.5274	0,533
1.5276	-0,166	1.5276	0,643
1.5278	-0,160	1.5278	0,643
1.528	-0,148	1.528	0,534
1.5282	-0,131	1.5282	0,331
1.5284	-0,111	1.5284	0,061
1.5286	-0,089	1.5286	-0,243
1.5288	-0,067	1.5288	-0,542
1.529	-0,047	1.529	-0,802
1.5292	-0,031	1.5292	-0,993
1.5294	-0,019	1.5294	-1,092
1.5296	-0,013	1.5296	-1,092
1.5298	-0,012	1.5298	-0,995
1.53	-0,015	1.53	-0,815
1.5302	-0,021	1.5302	-0,576
1.5304	-0,028	1.5304	-0,307
1.5306	-0,036	1.5306	-0,037
1.5308	-0,042	1.5308	0,204
1.531	-0,044	1.531	0,393
1.5312	-0,042	1.5312	0,516
1.5314	-0,035	1.5314	0,568
1.5316	-0,023	1.5316	0,552
1.5318	-0,007	1.5318	0,480
1.532	0,011	1.532	0,370
1.5322	0,032	1.5322	0,244
1.5324	0,053	1.5324	0,124
1.5326	0,072	1.5326	0,028
1.5328	0,088	1.5328	-0,028
1.533	0,100	1.533	-0,037
1.5332	0,107	1.5332	0,002
1.5334	0,109	1.5334	0,084
1.5336	0,106	1.5336	0,196
1.5338	0,098	1.5338	0,323
1.534	0,087	1.534	0,449
1.5342	0,074	1.5342	0,558
1.5344	0,059	1.5344	0,636
1.5346	0,043	1.5346	0,675
1.5348	0,027	1.5348	0,672
1.535	0,012	1.535	0,629
1.5352	-0,002	1.5352	0,552
1.5354	-0,015	1.5354	0,454
1.5356	-0,027	1.5356	0,347
1.5358	-0,038	1.5358	0,247
1.536	-0,048	1.536	0,166
1.5362	-0,057	1.5362	0,114
1.5364	-0,066	1.5364	0,096
1.5366	-0,074	1.5366	0,112
1.5368	-0,081	1.5368	0,160
1.537	-0,087	1.537	0,230
1.5372	-0,092	1.5372	0,311
1.5374	-0,095	1.5374	0,390
1.5376	-0,097	1.5376	0,453
1.5378	-0,097	1.5378	0,490
1.538	-0,096	1.538	0,493
1.5382	-0,094	1.5382	0,459
1.5384	-0,092	1.5384	0,390
1.5386	-0,090	1.5386	0,291
1.5388	-0,088	1.5388	0,173
1.539	-0,086	1.539	0,049
1.5392	-0,085	1.5392	-0,068
1.5394	-0,084	1.5394	-0,166
1.5396	-0,083	1.5396	-0,234
1.5398	-0,081	1.5398	-0,266
1.54	-0,077	1.54	-0,260
1.5402	-0,072	1.5402	-0,219
1.5404	-0,064	1.5404	-0,150
1.5406	-0,054	1.5406	-0,064
1.5408	-0,040	1.5408	0,029
1.541	-0,025	1.541	0,117
1.5412	-0,007	1.5412	0,189
1.5414	0,012	1.5414	0,237
1.5416	0,032	1.5416	0,260
1.5418	0,051	1.5418	0,256
1.542	0,069	1.542	0,231
1.5422	0,084	1.5422	0,191
1.5424	0,097	1.5424	0,145
1.5426	0,106	1.5426	0,100
1.5428	0,112	1.5428	0,065
1.543	0,115	1.543	0,041
1.5432	0,115	1.5432	0,032
1.5434	0,112	1.5434	0,034
1.5436	0,108	1.5436	0,042
1.5438	0,102	1.5438	0,049
1.544	0,097	1.544	0,048
1.5442	0,091	1.5442	0,031
1.5444	0,086	1.5444	-0,005
1.5446	0,082	1.5446	-0,063
1.5448	0,079	1.5448	-0,139
1.545	0,077	1.545	-0,228
1.5452	0,076	1.5452	-0,321
1.5454	0,076	1.5454	-0,408
1.5456	0,076	1.5456	-0,480
1.5458	0,077	1.5458	-0,527
1.546	0,077	1.546	-0,544
1.5462	0,076	1.5462	-0,528
1.5464	0,075	1.5464	-0,481
1.5466	0,073	1.5466	-0,407
1.5468	0,069	1.5468	-0,316
1.547	0,065	1.547	-0,216
1.5472	0,061	1.5472	-0,117
1.5474	0,056	1.5474	-0,028
1.5476	0,052	1.5476	0,045
1.5478	0,048	1.5478	0,098
1.548	0,045	1.548	0,131
1.5482	0,044	1.5482	0,146
1.5484	0,045	1.5484	0,146
1.5486	0,048	1.5486	0,136
1.5488	0,052	1.5488	0,121
1.549	0,058	1.549	0,104
1.5492	0,064	1.5492	0,086
1.5494	0,071	1.5494	0,068
1.5496	0,078	1.5496	0,048
1.5498	0,084	1.5498	0,024
1.55	0,088	1.55	-0,006
1.5502	0,091	1.5502	-0,043
1.5504	0,091	1.5504	-0,084
1.5506	0,088	1.5506	-0,129
1.5508	0,084	1.5508	-0,170
1.551	0,077	1.551	-0,203
1.5512	0,068	1.5512	-0,220
1.5514	0,058	1.5514	-0,215
1.5516	0,047	1.5516	-0,186
1.5518	0,036	1.5518	-0,131
1.552	0,026	1.552	-0,053
1.5522	0,015	1.5522	0,040
1.5524	0,005	1.5524	0,140
1.5526	-0,003	1.5526	0,235
1.5528	-0,011	1.5528	0,314
1.553	-0,018	1.553	0,368
1.5532	-0,024	1.5532	0,390
1.5534	-0,029	1.5534	0,378
1.5536	-0,032	1.5536	0,335
1.5538	-0,035	1.5538	0,267
1.554	-0,037	1.554	0,186
1.5542	-0,037	1.5542	0,103
1.5544	-0,037	1.5544	0,030
1.5546	-0,035	1.5546	-0,021
1.5548	-0,033	1.5548	-0,045
1.555	-0,030	1.555	-0,038
1.5552	-0,026	1.5552	-0,005
1.5554	-0,023	1.5554	0,050
1.5556	-0,019	1.5556	0,115
1.5558	-0,015	1.5558	0,181
1.556	-0,011	1.556	0,237
1.5562	-0,007	1.5562	0,276
1.5564	-0,004	1.5564	0,294
1.5566	0,001	1.5566	0,293
1.5568	0,006	1.5568	0,278
1.557	0,012	1.557	0,260
1.5572	0,019	1.5572	0,250
1.5574	0,028	1.5574	0,260
1.5576	0,037	1.5576	0,297
1.5578	0,046	1.5578	0,366
1.558	0,056	1.558	0,467
1.5582	0,065	1.5582	0,591
1.5584	0,071	1.5584	0,726
1.5586	0,076	1.5586	0,855
1.5588	0,077	1.5588	0,960
1.559	0,075	1.559	1,023
1.5592	0,069	1.5592	1,030
1.5594	0,060	1.5594	0,973
1.5596	0,049	1.5596	0,851
1.5598	0,036	1.5598	0,673
1.56	0,022	1.56	0,451
1.5602	0,010	1.5602	0,207
1.5604	-0,001	1.5604	-0,036
1.5606	-0,008	1.5606	-0,253
1.5608	-0,012	1.5608	-0,422
1.561	-0,012	1.561	-0,526
1.5612	-0,008	1.5612	-0,555
1.5614	-0,001	1.5614	-0,507
1.5616	0,008	1.5616	-0,387
1.5618	0,017	1.5618	-0,209
1.562	0,026	1.562	0,009
1.5622	0,033	1.5622	0,245
1.5624	0,037	1.5624	0,477
1.5626	0,038	1.5626	0,686
1.5628	0,034	1.5628	0,854
1.563	0,028	1.563	0,970
1.5632	0,018	1.5632	1,031
1.5634	0,007	1.5634	1,038
1.5636	-0,003	1.5636	0,998
1.5638	-0,013	1.5638	0,922
1.564	-0,019	1.564	0,823
1.5642	-0,021	1.5642	0,715
1.5644	-0,019	1.5644	0,612
1.5646	-0,012	1.5646	0,522
1.5648	-0,002	1.5648	0,451
1.565	0,012	1.565	0,401
1.5652	0,027	1.5652	0,370
1.5654	0,042	1.5654	0,351
1.5656	0,055	1.5656	0,338
1.5658	0,064	1.5658	0,319
1.566	0,069	1.566	0,289
1.5662	0,068	1.5662	0,240
1.5664	0,061	1.5664	0,171
1.5666	0,049	1.5666	0,081
1.5668	0,033	1.5668	-0,023
1.567	0,014	1.567	-0,133
1.5672	-0,005	1.5672	-0,239
1.5674	-0,024	1.5674	-0,332
1.5676	-0,040	1.5676	-0,401
1.5678	-0,052	1.5678	-0,442
1.568	-0,060	1.568	-0,453
1.5682	-0,064	1.5682	-0,438
1.5684	-0,065	1.5684	-0,406
1.5686	-0,063	1.5686	-0,369
1.5688	-0,061	1.5688	-0,341
1.569	-0,059	1.569	-0,337
1.5692	-0,059	1.5692	-0,367
1.5694	-0,063	1.5694	-0,437
1.5696	-0,071	1.5696	-0,548
1.5698	-0,083	1.5698	-0,691
1.57	-0,099	1.57	-0,852
1.5702	-0,118	1.5702	-1,012
1.5704	-0,137	1.5704	-1,150
1.5706	-0,157	1.5706	-1,245
1.5708	-0,173	1.5708	-1,281
1.571	-0,186	1.571	-1,250
1.5712	-0,193	1.5712	-1,153
1.5714	-0,194	1.5714	-1,001
1.5716	-0,188	1.5716	-0,815
1.5718	-0,177	1.5718	-0,620
1.572	-0,160	1.572	-0,447
1.5722	-0,139	1.5722	-0,326
1.5724	-0,116	1.5724	-0,281
1.5726	-0,092	1.5726	-0,325
1.5728	-0,068	1.5728	-0,464
1.573	-0,046	1.573	-0,688
1.5732	-0,027	1.5732	-0,977
1.5734	-0,010	1.5734	-1,302
1.5736	0,003	1.5736	-1,629
1.5738	0,014	1.5738	-1,923
1.574	0,023	1.574	-2,153
1.5742	0,029	1.5742	-2,298
1.5744	0,035	1.5744	-2,345
1.5746	0,041	1.5746	-2,295
1.5748	0,047	1.5748	-2,156
1.575	0,053	1.575	-1,949
1.5752	0,060	1.5752	-1,699
1.5754	0,068	1.5754	-1,431
1.5756	0,076	1.5756	-1,171
1.5758	0,085	1.5758	-0,940
1.576	0,094	1.576	-0,749
1.5762	0,103	1.5762	-0,607
1.5764	0,110	1.5764	-0,514
1.5766	0,117	1.5766	-0,464
1.5768	0,122	1.5768	-0,452
1.577	0,126	1.577	-0,470
1.5772	0,127	1.5772	-0,513
1.5774	0,126	1.5774	-0,576
1.5776	0,122	1.5776	-0,658
1.5778	0,115	1.5778	-0,757
1.578	0,105	1.578	-0,871
1.5782	0,092	1.5782	-0,994
1.5784	0,077	1.5784	-1,117
1.5786	0,058	1.5786	-1,227
1.5788	0,037	1.5788	-1,307
1.579	0,014	1.579	-1,335
1.5792	-0,010	1.5792	-1,294
1.5794	-0,035	1.5794	-1,167
1.5796	-0,060	1.5796	-0,948
1.5798	-0,083	1.5798	-0,639
1.58	-0,105	1.58	-0,255
1.5802	-0,123	1.5802	0,179
1.5804	-0,137	1.5804	0,628
1.5806	-0,147	1.5806	1,052
1.5808	-0,152	1.5808	1,410
1.581	-0,152	1.581	1,666
1.5812	-0,147	1.5812	1,796
1.5814	-0,138	1.5814	1,788
1.5816	-0,127	1.5816	1,648
1.5818	-0,114	1.5818	1,396
1.582	-0,101	1.582	1,070
1.5822	-0,089	1.5822	0,712
1.5824	-0,079	1.5824	0,370
1.5826	-0,072	1.5826	0,087
1.5828	-0,068	1.5828	-0,102
1.583	-0,066	1.583	-0,178
1.5832	-0,066	1.5832	-0,138
1.5834	-0,066	1.5834	0,003
1.5836	-0,064	1.5836	0,215
1.5838	-0,060	1.5838	0,459
1.584	-0,052	1.584	0,692
1.5842	-0,038	1.5842	0,872
1.5844	-0,019	1.5844	0,967
1.5846	0,004	1.5846	0,957
1.5848	0,030	1.5848	0,840
1.585	0,057	1.585	0,629
1.5852	0,081	1.5852	0,348
1.5854	0,101	1.5854	0,035
1.5856	0,114	1.5856	-0,271
1.5858	0,117	1.5858	-0,534
1.586	0,111	1.586	-0,723
1.5862	0,095	1.5862	-0,821
1.5864	0,071	1.5864	-0,824
1.5866	0,042	1.5866	-0,744
1.5868	0,011	1.5868	-0,602
1.587	-0,020	1.587	-0,428
1.5872	-0,045	1.5872	-0,256
1.5874	-0,063	1.5874	-0,117
1.5876	-0,071	1.5876	-0,033
1.5878	-0,070	1.5878	-0,020
1.588	-0,060	1.588	-0,077
1.5882	-0,043	1.5882	-0,195
1.5884	-0,023	1.5884	-0,352
1.5886	-0,003	1.5886	-0,523
1.5888	0,014	1.5888	-0,680
1.589	0,023	1.589	-0,797
1.5892	0,024	1.5892	-0,855
1.5894	0,015	1.5894	-0,845
1.5896	-0,002	1.5896	-0,767
1.5898	-0,025	1.5898	-0,632
1.59	-0,049	1.59	-0,460
1.5902	-0,072	1.5902	-0,274
1.5904	-0,088	1.5904	-0,100
1.5906	-0,095	1.5906	0,042
1.5908	-0,089	1.5908	0,133
1.591	-0,069	1.591	0,167
1.5912	-0,037	1.5912	0,145
1.5914	0,005	1.5914	0,075
1.5916	0,053	1.5916	-0,026
1.5918	0,103	1.5918	-0,137
1.592	0,148	1.592	-0,238
1.5922	0,184	1.5922	-0,309
1.5924	0,208	1.5924	-0,337
1.5926	0,216	1.5926	-0,317
1.5928	0,208	1.5928	-0,249
1.593	0,185	1.593	-0,145
1.5932	0,149	1.5932	-0,018
1.5934	0,106	1.5934	0,112
1.5936	0,059	1.5936	0,227
1.5938	0,014	1.5938	0,310
1.594	-0,024	1.594	0,350
1.5942	-0,053	1.5942	0,342
1.5944	-0,069	1.5944	0,288
1.5946	-0,073	1.5946	0,199
1.5948	-0,066	1.5948	0,090
1.595	-0,050	1.595	-0,021
1.5952	-0,028	1.5952	-0,115
1.5954	-0,004	1.5954	-0,176
1.5956	0,018	1.5956	-0,194
1.5958	0,034	1.5958	-0,163
1.596	0,043	1.596	-0,088
1.5962	0,044	1.5962	0,021
1.5964	0,036	1.5964	0,149
1.5966	0,020	1.5966	0,278
1.5968	-0,002	1.5968	0,387
1.597	-0,028	1.597	0,461
1.5972	-0,054	1.5972	0,489
1.5974	-0,079	1.5974	0,466
1.5976	-0,102	1.5976	0,395
1.5978	-0,120	1.5978	0,286
1.598	-0,133	1.598	0,155
1.5982	-0,142	1.5982	0,020
1.5984	-0,146	1.5984	-0,100
1.5986	-0,148	1.5986	-0,188
1.5988	-0,147	1.5988	-0,234
1.599	-0,145	1.599	-0,233
1.5992	-0,142	1.5992	-0,189
1.5994	-0,139	1.5994	-0,111
1.5996	-0,134	1.5996	-0,014
1.5998	-0,127	1.5998	0,084
1.6	-0,119	1.6	0,166
1.6002	-0,108	1.6002	0,215
1.6004	-0,094	1.6004	0,224
1.6006	-0,077	1.6006	0,188
1.6008	-0,059	1.6008	0,111
1.601	-0,039	1.601	0,004
1.6012	-0,019	1.6012	-0,119
1.6014	-0,000	1.6014	-0,240
1.6016	0,016	1.6016	-0,343
1.6018	0,028	1.6018	-0,412
1.602	0,036	1.602	-0,440
1.6022	0,040	1.6022	-0,421
1.6024	0,041	1.6024	-0,358
1.6026	0,039	1.6026	-0,259
1.6028	0,036	1.6028	-0,134
1.603	0,033	1.603	0,004
1.6032	0,033	1.6032	0,142
1.6034	0,037	1.6034	0,270
1.6036	0,045	1.6036	0,383
1.6038	0,057	1.6038	0,476
1.604	0,074	1.604	0,550
1.6042	0,094	1.6042	0,609
1.6044	0,115	1.6044	0,657
1.6046	0,135	1.6046	0,698
1.6048	0,153	1.6048	0,735
1.605	0,166	1.605	0,768
1.6052	0,173	1.6052	0,793
1.6054	0,174	1.6054	0,807
1.6056	0,166	1.6056	0,804
1.6058	0,153	1.6058	0,777
1.606	0,133	1.606	0,724
1.6062	0,110	1.6062	0,644
1.6064	0,083	1.6064	0,539
1.6066	0,057	1.6066	0,415
1.6068	0,031	1.6068	0,282
1.607	0,008	1.607	0,150
1.6072	-0,012	1.6072	0,029
1.6074	-0,028	1.6074	-0,073
1.6076	-0,041	1.6076	-0,149
1.6078	-0,051	1.6078	-0,200
1.608	-0,060	1.608	-0,229
1.6082	-0,068	1.6082	-0,241
1.6084	-0,076	1.6084	-0,248
1.6086	-0,085	1.6086	-0,258
1.6088	-0,095	1.6088	-0,280
1.609	-0,107	1.609	-0,318
1.6092	-0,120	1.6092	-0,375
1.6094	-0,133	1.6094	-0,447
1.6096	-0,145	1.6096	-0,527
1.6098	-0,154	1.6098	-0,604
1.61	-0,159	1.61	-0,670
1.6102	-0,160	1.6102	-0,713
1.6104	-0,155	1.6104	-0,726
1.6106	-0,144	1.6106	-0,707
1.6108	-0,127	1.6108	-0,658
1.611	-0,106	1.611	-0,583
1.6112	-0,081	1.6112	-0,492
1.6114	-0,055	1.6114	-0,396
1.6116	-0,028	1.6116	-0,304
1.6118	-0,002	1.6118	-0,225
1.612	0,020	1.612	-0,164
1.6122	0,037	1.6122	-0,121
1.6124	0,049	1.6124	-0,094
1.6126	0,056	1.6126	-0,076
1.6128	0,058	1.6128	-0,062
1.613	0,054	1.613	-0,043
1.6132	0,047	1.6132	-0,015
1.6134	0,038	1.6134	0,024
1.6136	0,027	1.6136	0,073
1.6138	0,017	1.6138	0,125
1.614	0,008	1.614	0,173
1.6142	0,002	1.6142	0,211
1.6144	-0,002	1.6144	0,230
1.6146	-0,002	1.6146	0,228
1.6148	0,001	1.6148	0,205
1.615	0,006	1.615	0,166
1.6152	0,014	1.6152	0,118
1.6154	0,023	1.6154	0,075
1.6156	0,032	1.6156	0,047
1.6158	0,040	1.6158	0,045
1.616	0,048	1.616	0,077
1.6162	0,054	1.6162	0,144
1.6164	0,058	1.6164	0,242
1.6166	0,060	1.6166	0,362
1.6168	0,060	1.6168	0,489
1.617	0,057	1.617	0,608
1.6172	0,051	1.6172	0,702
1.6174	0,044	1.6174	0,759
1.6176	0,035	1.6176	0,771
1.6178	0,025	1.6178	0,736
1.618	0,014	1.618	0,660
1.6182	0,003	1.6182	0,553
1.6184	-0,007	1.6184	0,431
1.6186	-0,016	1.6186	0,311
1.6188	-0,024	1.6188	0,208
1.619	-0,029	1.619	0,136
1.6192	-0,032	1.6192	0,102
1.6194	-0,033	1.6194	0,108
1.6196	-0,031	1.6196	0,151
1.6198	-0,027	1.6198	0,220
1.62	-0,020	1.62	0,304
1.6202	-0,013	1.6202	0,389
1.6204	-0,004	1.6204	0,462
1.6206	0,004	1.6206	0,516
1.6208	0,011	1.6208	0,544
1.621	0,017	1.621	0,547
1.6212	0,021	1.6212	0,529
1.6214	0,022	1.6214	0,496
1.6216	0,019	1.6216	0,457
1.6218	0,014	1.6218	0,419
1.622	0,006	1.622	0,387
1.6222	-0,004	1.6222	0,366
1.6224	-0,017	1.6224	0,353
1.6226	-0,030	1.6226	0,347
1.6228	-0,045	1.6228	0,341
1.623	-0,059	1.623	0,330
1.6232	-0,073	1.6232	0,309
1.6234	-0,086	1.6234	0,276
1.6236	-0,096	1.6236	0,230
1.6238	-0,105	1.6238	0,174
1.624	-0,110	1.624	0,115
1.6242	-0,114	1.6242	0,060
1.6244	-0,114	1.6244	0,014
1.6246	-0,111	1.6246	-0,015
1.6248	-0,106	1.6248	-0,024
1.625	-0,098	1.625	-0,014
1.6252	-0,087	1.6252	0,011
1.6254	-0,075	1.6254	0,045
1.6256	-0,061	1.6256	0,080
1.6258	-0,047	1.6258	0,106
1.626	-0,032	1.626	0,117
1.6262	-0,017	1.6262	0,108
1.6264	-0,004	1.6264	0,077
1.6266	0,009	1.6266	0,027
1.6268	0,019	1.6268	-0,033
1.627	0,027	1.627	-0,097
1.6272	0,033	1.6272	-0,152
1.6274	0,036	1.6274	-0,190
1.6276	0,037	1.6276	-0,203
1.6278	0,036	1.6278	-0,190
1.628	0,034	1.628	-0,151
1.6282	0,031	1.6282	-0,094
1.6284	0,027	1.6284	-0,028
1.6286	0,025	1.6286	0,035
1.6288	0,023	1.6288	0,082
1.629	0,023	1.629	0,101
1.6292	0,025	1.6292	0,087
1.6294	0,029	1.6294	0,036
1.6296	0,035	1.6296	-0,047
1.6298	0,042	1.6298	-0,155
1.63	0,051	1.63	-0,275
1.6302	0,060	1.6302	-0,391
1.6304	0,070	1.6304	-0,489
1.6306	0,079	1.6306	-0,555
1.6308	0,088	1.6308	-0,581
1.631	0,095	1.631	-0,561
1.6312	0,102	1.6312	-0,499
1.6314	0,107	1.6314	-0,402
1.6316	0,111	1.6316	-0,281
1.6318	0,113	1.6318	-0,152
1.632	0,114	1.632	-0,031
1.6322	0,115	1.6322	0,068
1.6324	0,115	1.6324	0,134
1.6326	0,115	1.6326	0,162
1.6328	0,114	1.6328	0,149
1.633	0,114	1.633	0,101
1.6332	0,113	1.6332	0,026
1.6334	0,113	1.6334	-0,063
1.6336	0,113	1.6336	-0,152
1.6338	0,112	1.6338	-0,229
1.634	0,110	1.634	-0,281
1.6342	0,108	1.6342	-0,301
1.6344	0,105	1.6344	-0,287
1.6346	0,101	1.6346	-0,238
1.6348	0,096	1.6348	-0,161
1.635	0,089	1.635	-0,064
1.6352	0,082	1.6352	0,041
1.6354	0,075	1.6354	0,143
1.6356	0,068	1.6356	0,231
1.6358	0,061	1.6358	0,295
1.636	0,055	1.636	0,330
1.6362	0,051	1.6362	0,333
1.6364	0,049	1.6364	0,305
1.6366	0,049	1.6366	0,250
1.6368	0,051	1.6368	0,177
1.637	0,054	1.637	0,093
1.6372	0,058	1.6372	0,009
1.6374	0,062	1.6374	-0,067
1.6376	0,065	1.6376	-0,127
1.6378	0,066	1.6378	-0,166
1.638	0,064	1.638	-0,183
1.6382	0,059	1.6382	-0,177
1.6384	0,050	1.6384	-0,154
1.6386	0,038	1.6386	-0,119
1.6388	0,023	1.6388	-0,082
1.639	0,005	1.639	-0,049
1.6392	-0,013	1.6392	-0,028
1.6394	-0,031	1.6394	-0,025
1.6396	-0,047	1.6396	-0,040
1.6398	-0,060	1.6398	-0,073
1.64	-0,070	1.64	-0,117
1.6402	-0,075	1.6402	-0,165
1.6404	-0,077	1.6404	-0,206
1.6406	-0,074	1.6406	-0,230
1.6408	-0,069	1.6408	-0,226
1.641	-0,061	1.641	-0,190
1.6412	-0,053	1.6412	-0,120
1.6414	-0,045	1.6414	-0,022
1.6416	-0,038	1.6416	0,093
1.6418	-0,034	1.6418	0,207
1.642	-0,032	1.642	0,302
1.6422	-0,033	1.6422	0,355
1.6424	-0,037	1.6424	0,346
1.6426	-0,043	1.6426	0,262
1.6428	-0,051	1.6428	0,095
1.643	-0,060	1.643	-0,151
1.6432	-0,069	1.6432	-0,462
1.6434	-0,077	1.6434	-0,814
1.6436	-0,083	1.6436	-1,175
