Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
0.0	0,013	0.0	-0,004
0.0002	0,017	0.0002	-0,005
0.0004	0,019	0.0004	-0,005
0.0006	0,021	0.0006	-0,004
0.0008	0,021	0.0008	-0,002
0.001	0,020	0.001	-0,000
0.0012	0,017	0.0012	0,001
0.0014	0,014	0.0014	0,002
0.0016	0,009	0.0016	0,002
0.0018	0,005	0.0018	0,001
0.002	0,000	0.002	-0,002
0.0022	-0,004	0.0022	-0,006
0.0024	-0,006	0.0024	-0,011
0.0026	-0,008	0.0026	-0,016
0.0028	-0,007	0.0028	-0,020
0.003	-0,004	0.003	-0,023
0.0032	0,000	0.0032	-0,025
0.0034	0,006	0.0034	-0,025
0.0036	0,014	0.0036	-0,022
0.0038	0,021	0.0038	-0,018
0.004	0,030	0.004	-0,013
0.0042	0,038	0.0042	-0,006
0.0044	0,045	0.0044	-0,001
0.0046	0,051	0.0046	0,005
0.0048	0,055	0.0048	0,008
0.005	0,058	0.005	0,010
0.0052	0,060	0.0052	0,010
0.0054	0,060	0.0054	0,008
0.0056	0,058	0.0056	0,005
0.0058	0,056	0.0058	0,002
0.006	0,053	0.006	-0,001
0.0062	0,050	0.0062	-0,003
0.0064	0,046	0.0064	-0,003
0.0066	0,043	0.0066	-0,002
0.0068	0,041	0.0068	0,000
0.007	0,040	0.007	0,004
0.0072	0,039	0.0072	0,008
0.0074	0,039	0.0074	0,012
0.0076	0,040	0.0076	0,015
0.0078	0,041	0.0078	0,017
0.008	0,043	0.008	0,016
0.0082	0,045	0.0082	0,014
0.0084	0,046	0.0084	0,011
0.0086	0,048	0.0086	0,006
0.0088	0,048	0.0088	0,002
0.009	0,048	0.009	-0,002
0.0092	0,048	0.0092	-0,005
0.0094	0,047	0.0094	-0,006
0.0096	0,045	0.0096	-0,005
0.0098	0,042	0.0098	-0,002
0.01	0,039	0.01	0,002
0.0102	0,036	0.0102	0,008
0.0104	0,032	0.0104	0,015
0.0106	0,029	0.0106	0,022
0.0108	0,025	0.0108	0,027
0.011	0,022	0.011	0,032
0.0112	0,019	0.0112	0,036
0.0114	0,017	0.0114	0,038
0.0116	0,014	0.0116	0,039
0.0118	0,012	0.0118	0,039
0.012	0,011	0.012	0,039
0.0122	0,010	0.0122	0,039
0.0124	0,009	0.0124	0,039
0.0126	0,008	0.0126	0,040
0.0128	0,007	0.0128	0,042
0.013	0,007	0.013	0,043
0.0132	0,007	0.0132	0,045
0.0134	0,006	0.0134	0,047
0.0136	0,006	0.0136	0,049
0.0138	0,006	0.0138	0,049
0.014	0,006	0.014	0,049
0.0142	0,005	0.0142	0,047
0.0144	0,005	0.0144	0,044
0.0146	0,004	0.0146	0,040
0.0148	0,003	0.0148	0,035
0.015	0,002	0.015	0,029
0.0152	-0,000	0.0152	0,023
0.0154	-0,002	0.0154	0,017
0.0156	-0,004	0.0156	0,011
0.0158	-0,007	0.0158	0,006
0.016	-0,010	0.016	0,001
0.0162	-0,013	0.0162	-0,002
0.0164	-0,016	0.0164	-0,004
0.0166	-0,018	0.0166	-0,004
0.0168	-0,021	0.0168	-0,004
0.017	-0,024	0.017	-0,002
0.0172	-0,026	0.0172	0,000
0.0174	-0,028	0.0174	0,003
0.0176	-0,030	0.0176	0,006
0.0178	-0,031	0.0178	0,009
0.018	-0,032	0.018	0,011
0.0182	-0,032	0.0182	0,013
0.0184	-0,031	0.0184	0,013
0.0186	-0,030	0.0186	0,014
0.0188	-0,028	0.0188	0,013
0.019	-0,026	0.019	0,013
0.0192	-0,024	0.0192	0,012
0.0194	-0,022	0.0194	0,011
0.0196	-0,021	0.0196	0,010
0.0198	-0,020	0.0198	0,008
0.02	-0,020	0.02	0,005
0.0202	-0,021	0.0202	0,002
0.0204	-0,023	0.0204	-0,004
0.0206	-0,025	0.0206	-0,012
0.0208	-0,028	0.0208	-0,021
0.021	-0,032	0.021	-0,031
0.0212	-0,035	0.0212	-0,042
0.0214	-0,037	0.0214	-0,052
0.0216	-0,039	0.0216	-0,059
0.0218	-0,039	0.0218	-0,063
0.022	-0,038	0.022	-0,062
0.0222	-0,035	0.0222	-0,056
0.0224	-0,030	0.0224	-0,046
0.0226	-0,025	0.0226	-0,031
0.0228	-0,019	0.0228	-0,013
0.023	-0,013	0.023	0,006
0.0232	-0,007	0.0232	0,023
0.0234	-0,003	0.0234	0,037
0.0236	-0,001	0.0236	0,045
0.0238	0,000	0.0238	0,048
0.024	-0,001	0.024	0,045
0.0242	-0,005	0.0242	0,037
0.0244	-0,010	0.0244	0,027
0.0246	-0,016	0.0246	0,016
0.0248	-0,023	0.0248	0,007
0.025	-0,029	0.025	0,002
0.0252	-0,035	0.0252	0,003
0.0254	-0,039	0.0254	0,010
0.0256	-0,042	0.0256	0,022
0.0258	-0,042	0.0258	0,038
0.026	-0,041	0.026	0,054
0.0262	-0,038	0.0262	0,069
0.0264	-0,033	0.0264	0,078
0.0266	-0,029	0.0266	0,081
0.0268	-0,024	0.0268	0,077
0.027	-0,020	0.027	0,064
0.0272	-0,017	0.0272	0,047
0.0274	-0,016	0.0274	0,027
0.0276	-0,016	0.0276	0,008
0.0278	-0,018	0.0278	-0,005
0.028	-0,021	0.028	-0,010
0.0282	-0,025	0.0282	-0,005
0.0284	-0,030	0.0284	0,011
0.0286	-0,035	0.0286	0,036
0.0288	-0,040	0.0288	0,065
0.029	-0,043	0.029	0,095
0.0292	-0,046	0.0292	0,119
0.0294	-0,048	0.0294	0,132
0.0296	-0,049	0.0296	0,129
0.0298	-0,049	0.0298	0,108
0.03	-0,049	0.03	0,068
0.0302	-0,048	0.0302	0,012
0.0304	-0,047	0.0304	-0,056
0.0306	-0,047	0.0306	-0,129
0.0308	-0,047	0.0308	-0,200
0.031	-0,047	0.031	-0,262
0.0312	-0,048	0.0312	-0,308
0.0314	-0,048	0.0314	-0,334
0.0316	-0,049	0.0316	-0,337
0.0318	-0,049	0.0318	-0,318
0.032	-0,048	0.032	-0,280
0.0322	-0,045	0.0322	-0,229
0.0324	-0,041	0.0324	-0,172
0.0326	-0,036	0.0326	-0,116
0.0328	-0,029	0.0328	-0,066
0.033	-0,022	0.033	-0,028
0.0332	-0,013	0.0332	-0,003
0.0334	-0,004	0.0334	0,009
0.0336	0,004	0.0336	0,009
0.0338	0,012	0.0338	0,003
0.034	0,019	0.034	-0,005
0.0342	0,024	0.0342	-0,009
0.0344	0,026	0.0344	-0,007
0.0346	0,027	0.0346	0,006
0.0348	0,026	0.0348	0,028
0.035	0,023	0.035	0,058
0.0352	0,019	0.0352	0,092
0.0354	0,014	0.0354	0,126
0.0356	0,009	0.0356	0,153
0.0358	0,004	0.0358	0,170
0.036	0,001	0.036	0,174
0.0362	-0,002	0.0362	0,162
0.0364	-0,002	0.0364	0,137
0.0366	-0,001	0.0366	0,101
0.0368	0,002	0.0368	0,060
0.037	0,007	0.037	0,019
0.0372	0,014	0.0372	-0,016
0.0374	0,021	0.0374	-0,041
0.0376	0,028	0.0376	-0,054
0.0378	0,036	0.0378	-0,053
0.038	0,042	0.038	-0,041
0.0382	0,048	0.0382	-0,021
0.0384	0,051	0.0384	0,001
0.0386	0,054	0.0386	0,020
0.0388	0,054	0.0388	0,030
0.039	0,052	0.039	0,028
0.0392	0,049	0.0392	0,013
0.0394	0,045	0.0394	-0,016
0.0396	0,040	0.0396	-0,054
0.0398	0,035	0.0398	-0,098
0.04	0,030	0.04	-0,140
0.0402	0,026	0.0402	-0,175
0.0404	0,023	0.0404	-0,197
0.0406	0,021	0.0406	-0,202
0.0408	0,020	0.0408	-0,190
0.041	0,021	0.041	-0,161
0.0412	0,023	0.0412	-0,118
0.0414	0,026	0.0414	-0,067
0.0416	0,031	0.0416	-0,014
0.0418	0,035	0.0418	0,035
0.042	0,040	0.042	0,074
0.0422	0,045	0.0422	0,100
0.0424	0,049	0.0424	0,110
0.0426	0,053	0.0426	0,106
0.0428	0,057	0.0428	0,090
0.043	0,060	0.043	0,066
0.0432	0,063	0.0432	0,041
0.0434	0,065	0.0434	0,018
0.0436	0,066	0.0436	0,004
0.0438	0,068	0.0438	0,001
0.044	0,068	0.044	0,010
0.0442	0,068	0.0442	0,031
0.0444	0,068	0.0444	0,062
0.0446	0,066	0.0446	0,098
0.0448	0,063	0.0448	0,136
0.045	0,059	0.045	0,171
0.0452	0,053	0.0452	0,198
0.0454	0,047	0.0454	0,216
0.0456	0,039	0.0456	0,222
0.0458	0,031	0.0458	0,217
0.046	0,023	0.046	0,202
0.0462	0,015	0.0462	0,180
0.0464	0,009	0.0464	0,152
0.0466	0,004	0.0466	0,123
0.0468	0,001	0.0468	0,094
0.047	0,000	0.047	0,067
0.0472	0,002	0.0472	0,043
0.0474	0,006	0.0474	0,023
0.0476	0,012	0.0476	0,005
0.0478	0,019	0.0478	-0,012
0.048	0,027	0.048	-0,029
0.0482	0,034	0.0482	-0,047
0.0484	0,041	0.0484	-0,067
0.0486	0,046	0.0486	-0,087
0.0488	0,049	0.0488	-0,108
0.049	0,050	0.049	-0,129
0.0492	0,049	0.0492	-0,147
0.0494	0,047	0.0494	-0,161
0.0496	0,044	0.0496	-0,171
0.0498	0,040	0.0498	-0,175
0.05	0,037	0.05	-0,173
0.0502	0,034	0.0502	-0,165
0.0504	0,032	0.0504	-0,154
0.0506	0,033	0.0506	-0,139
0.0508	0,035	0.0508	-0,122
0.051	0,038	0.051	-0,105
0.0512	0,044	0.0512	-0,090
0.0514	0,050	0.0514	-0,076
0.0516	0,057	0.0516	-0,065
0.0518	0,063	0.0518	-0,056
0.052	0,070	0.052	-0,050
0.0522	0,075	0.0522	-0,046
0.0524	0,079	0.0524	-0,044
0.0526	0,081	0.0526	-0,043
0.0528	0,082	0.0528	-0,042
0.053	0,081	0.053	-0,042
0.0532	0,080	0.0532	-0,041
0.0534	0,077	0.0534	-0,041
0.0536	0,074	0.0536	-0,039
0.0538	0,070	0.0538	-0,036
0.054	0,066	0.054	-0,031
0.0542	0,062	0.0542	-0,023
0.0544	0,058	0.0544	-0,014
0.0546	0,053	0.0546	-0,002
0.0548	0,048	0.0548	0,013
0.055	0,043	0.055	0,028
0.0552	0,037	0.0552	0,043
0.0554	0,030	0.0554	0,058
0.0556	0,022	0.0556	0,070
0.0558	0,014	0.0558	0,079
0.056	0,005	0.056	0,083
0.0562	-0,003	0.0562	0,082
0.0564	-0,012	0.0564	0,078
0.0566	-0,020	0.0566	0,069
0.0568	-0,026	0.0568	0,060
0.057	-0,031	0.057	0,049
0.0572	-0,034	0.0572	0,040
0.0574	-0,036	0.0574	0,032
0.0576	-0,035	0.0576	0,027
0.0578	-0,034	0.0578	0,023
0.058	-0,030	0.058	0,019
0.0582	-0,027	0.0582	0,013
0.0584	-0,023	0.0584	0,002
0.0586	-0,019	0.0586	-0,017
0.0588	-0,016	0.0588	-0,044
0.059	-0,015	0.059	-0,081
0.0592	-0,014	0.0592	-0,127
0.0594	-0,016	0.0594	-0,178
0.0596	-0,018	0.0596	-0,232
0.0598	-0,022	0.0598	-0,282
0.06	-0,027	0.06	-0,324
0.0602	-0,032	0.0602	-0,353
0.0604	-0,037	0.0604	-0,365
0.0606	-0,041	0.0606	-0,359
0.0608	-0,044	0.0608	-0,335
0.061	-0,046	0.061	-0,295
0.0612	-0,046	0.0612	-0,244
0.0614	-0,045	0.0614	-0,188
0.0616	-0,043	0.0616	-0,135
0.0618	-0,040	0.0618	-0,089
0.062	-0,036	0.062	-0,056
0.0622	-0,032	0.0622	-0,038
0.0624	-0,028	0.0624	-0,036
0.0626	-0,025	0.0626	-0,046
0.0628	-0,023	0.0628	-0,064
0.063	-0,021	0.063	-0,083
0.0632	-0,021	0.0632	-0,099
0.0634	-0,021	0.0634	-0,103
0.0636	-0,022	0.0636	-0,095
0.0638	-0,023	0.0638	-0,071
0.064	-0,024	0.064	-0,033
0.0642	-0,025	0.0642	0,013
0.0644	-0,026	0.0644	0,062
0.0646	-0,026	0.0646	0,107
0.0648	-0,025	0.0648	0,139
0.065	-0,024	0.065	0,155
0.0652	-0,023	0.0652	0,150
0.0654	-0,021	0.0654	0,125
0.0656	-0,019	0.0656	0,083
0.0658	-0,018	0.0658	0,031
0.066	-0,017	0.066	-0,023
0.0662	-0,016	0.0662	-0,070
0.0664	-0,017	0.0664	-0,101
0.0666	-0,017	0.0666	-0,110
0.0668	-0,018	0.0668	-0,094
0.067	-0,020	0.067	-0,052
0.0672	-0,021	0.0672	0,011
0.0674	-0,023	0.0674	0,089
0.0676	-0,024	0.0676	0,170
0.0678	-0,026	0.0678	0,246
0.068	-0,027	0.068	0,305
0.0682	-0,029	0.0682	0,341
0.0684	-0,030	0.0684	0,349
0.0686	-0,032	0.0686	0,327
0.0688	-0,034	0.0688	0,278
0.069	-0,037	0.069	0,209
0.0692	-0,041	0.0692	0,127
0.0694	-0,045	0.0694	0,043
0.0696	-0,050	0.0696	-0,035
0.0698	-0,056	0.0698	-0,099
0.07	-0,063	0.07	-0,144
0.0702	-0,069	0.0702	-0,168
0.0704	-0,076	0.0704	-0,170
0.0706	-0,082	0.0706	-0,156
0.0708	-0,088	0.0708	-0,130
0.071	-0,092	0.071	-0,100
0.0712	-0,096	0.0712	-0,070
0.0714	-0,098	0.0714	-0,046
0.0716	-0,099	0.0716	-0,031
0.0718	-0,098	0.0718	-0,027
0.072	-0,096	0.072	-0,033
0.0722	-0,093	0.0722	-0,045
0.0724	-0,090	0.0724	-0,060
0.0726	-0,086	0.0726	-0,074
0.0728	-0,082	0.0728	-0,081
0.073	-0,077	0.073	-0,081
0.0732	-0,073	0.0732	-0,071
0.0734	-0,069	0.0734	-0,051
0.0736	-0,066	0.0736	-0,024
0.0738	-0,064	0.0738	0,008
0.074	-0,062	0.074	0,040
0.0742	-0,060	0.0742	0,070
0.0744	-0,059	0.0744	0,094
0.0746	-0,058	0.0746	0,109
0.0748	-0,057	0.0748	0,115
0.075	-0,056	0.075	0,113
0.0752	-0,055	0.0752	0,104
0.0754	-0,054	0.0754	0,091
0.0756	-0,051	0.0756	0,078
0.0758	-0,048	0.0758	0,068
0.076	-0,044	0.076	0,065
0.0762	-0,040	0.0762	0,068
0.0764	-0,034	0.0764	0,081
0.0766	-0,027	0.0766	0,101
0.0768	-0,020	0.0768	0,126
0.077	-0,013	0.077	0,154
0.0772	-0,005	0.0772	0,179
0.0774	0,003	0.0774	0,199
0.0776	0,011	0.0776	0,210
0.0778	0,018	0.0778	0,207
0.078	0,024	0.078	0,190
0.0782	0,029	0.0782	0,159
0.0784	0,032	0.0784	0,115
0.0786	0,035	0.0786	0,062
0.0788	0,036	0.0788	0,003
0.079	0,035	0.079	-0,055
0.0792	0,033	0.0792	-0,106
0.0794	0,030	0.0794	-0,146
0.0796	0,026	0.0796	-0,169
0.0798	0,022	0.0798	-0,174
0.08	0,017	0.08	-0,159
0.0802	0,012	0.0802	-0,126
0.0804	0,008	0.0804	-0,078
0.0806	0,004	0.0806	-0,022
0.0808	0,001	0.0808	0,037
0.081	-0,000	0.081	0,092
0.0812	-0,001	0.0812	0,136
0.0814	-0,001	0.0814	0,165
0.0816	0,001	0.0816	0,175
0.0818	0,003	0.0818	0,167
0.082	0,006	0.082	0,140
0.0822	0,010	0.0822	0,099
0.0824	0,013	0.0824	0,049
0.0826	0,017	0.0826	-0,003
0.0828	0,020	0.0828	-0,053
0.083	0,023	0.083	-0,094
0.0832	0,025	0.0832	-0,122
0.0834	0,026	0.0834	-0,137
0.0836	0,026	0.0836	-0,138
0.0838	0,025	0.0838	-0,128
0.084	0,023	0.084	-0,109
0.0842	0,021	0.0842	-0,087
0.0844	0,018	0.0844	-0,065
0.0846	0,016	0.0846	-0,047
0.0848	0,013	0.0848	-0,036
0.085	0,011	0.085	-0,033
0.0852	0,009	0.0852	-0,036
0.0854	0,008	0.0854	-0,043
0.0856	0,008	0.0856	-0,051
0.0858	0,009	0.0858	-0,058
0.086	0,010	0.086	-0,059
0.0862	0,012	0.0862	-0,053
0.0864	0,015	0.0864	-0,039
0.0866	0,018	0.0866	-0,018
0.0868	0,021	0.0868	0,007
0.087	0,024	0.087	0,035
0.0872	0,027	0.0872	0,060
0.0874	0,030	0.0874	0,080
0.0876	0,032	0.0876	0,091
0.0878	0,034	0.0878	0,093
0.088	0,036	0.088	0,084
0.0882	0,037	0.0882	0,066
0.0884	0,038	0.0884	0,042
0.0886	0,039	0.0886	0,015
0.0888	0,039	0.0888	-0,010
0.089	0,040	0.089	-0,032
0.0892	0,041	0.0892	-0,046
0.0894	0,041	0.0894	-0,051
0.0896	0,042	0.0896	-0,048
0.0898	0,043	0.0898	-0,038
0.09	0,044	0.09	-0,023
0.0902	0,045	0.0902	-0,006
0.0904	0,047	0.0904	0,008
0.0906	0,048	0.0906	0,016
0.0908	0,049	0.0908	0,018
0.091	0,049	0.091	0,010
0.0912	0,050	0.0912	-0,005
0.0914	0,050	0.0914	-0,027
0.0916	0,049	0.0916	-0,052
0.0918	0,049	0.0918	-0,076
0.092	0,048	0.092	-0,095
0.0922	0,048	0.0922	-0,106
0.0924	0,048	0.0924	-0,105
0.0926	0,048	0.0926	-0,092
0.0928	0,050	0.0928	-0,065
0.093	0,053	0.093	-0,026
0.0932	0,056	0.0932	0,021
0.0934	0,060	0.0934	0,072
0.0936	0,066	0.0936	0,123
0.0938	0,071	0.0938	0,168
0.094	0,076	0.094	0,203
0.0942	0,081	0.0942	0,225
0.0944	0,084	0.0944	0,232
0.0946	0,086	0.0946	0,224
0.0948	0,086	0.0948	0,203
0.095	0,084	0.095	0,172
0.0952	0,080	0.0952	0,135
0.0954	0,075	0.0954	0,099
0.0956	0,069	0.0956	0,067
0.0958	0,062	0.0958	0,043
0.096	0,056	0.096	0,031
0.0962	0,051	0.0962	0,031
0.0964	0,048	0.0964	0,042
0.0966	0,046	0.0966	0,060
0.0968	0,047	0.0968	0,082
0.097	0,049	0.097	0,101
0.0972	0,053	0.0972	0,113
0.0974	0,058	0.0974	0,113
0.0976	0,064	0.0976	0,100
0.0978	0,068	0.0978	0,072
0.098	0,071	0.098	0,032
0.0982	0,073	0.0982	-0,017
0.0984	0,072	0.0984	-0,069
0.0986	0,068	0.0986	-0,117
0.0988	0,061	0.0988	-0,155
0.099	0,053	0.099	-0,178
0.0992	0,043	0.0992	-0,181
0.0994	0,032	0.0994	-0,164
0.0996	0,020	0.0996	-0,129
0.0998	0,010	0.0998	-0,080
0.1	-0,000	0.1	-0,023
0.1002	-0,008	0.1002	0,035
0.1004	-0,015	0.1004	0,086
0.1006	-0,020	0.1006	0,125
0.1008	-0,023	0.1008	0,146
0.101	-0,025	0.101	0,149
0.1012	-0,026	0.1012	0,134
0.1014	-0,027	0.1014	0,105
0.1016	-0,027	0.1016	0,067
0.1018	-0,027	0.1018	0,027
0.102	-0,027	0.102	-0,009
0.1022	-0,028	0.1022	-0,034
0.1024	-0,028	0.1024	-0,045
0.1026	-0,028	0.1026	-0,041
0.1028	-0,028	0.1028	-0,024
0.103	-0,028	0.103	0,004
0.1032	-0,027	0.1032	0,037
0.1034	-0,026	0.1034	0,070
0.1036	-0,024	0.1036	0,096
0.1038	-0,023	0.1038	0,112
0.104	-0,021	0.104	0,116
0.1042	-0,020	0.1042	0,107
0.1044	-0,019	0.1044	0,087
0.1046	-0,019	0.1046	0,061
0.1048	-0,020	0.1048	0,035
0.105	-0,021	0.105	0,012
0.1052	-0,024	0.1052	-0,002
0.1054	-0,028	0.1054	-0,004
0.1056	-0,031	0.1056	0,007
0.1058	-0,035	0.1058	0,028
0.106	-0,039	0.106	0,057
0.1062	-0,042	0.1062	0,089
0.1064	-0,044	0.1064	0,119
0.1066	-0,045	0.1066	0,140
0.1068	-0,044	0.1068	0,151
0.107	-0,043	0.107	0,149
0.1072	-0,040	0.1072	0,135
0.1074	-0,036	0.1074	0,113
0.1076	-0,032	0.1076	0,086
0.1078	-0,028	0.1078	0,061
0.108	-0,024	0.108	0,044
0.1082	-0,021	0.1082	0,038
0.1084	-0,018	0.1084	0,045
0.1086	-0,018	0.1086	0,067
0.1088	-0,018	0.1088	0,099
0.109	-0,020	0.109	0,136
0.1092	-0,022	0.1092	0,171
0.1094	-0,026	0.1094	0,197
0.1096	-0,030	0.1096	0,207
0.1098	-0,033	0.1098	0,197
0.11	-0,036	0.11	0,164
0.1102	-0,039	0.1102	0,109
0.1104	-0,040	0.1104	0,038
0.1106	-0,040	0.1106	-0,042
0.1108	-0,039	0.1108	-0,121
0.111	-0,037	0.111	-0,189
0.1112	-0,034	0.1112	-0,236
0.1114	-0,031	0.1114	-0,257
0.1116	-0,028	0.1116	-0,246
0.1118	-0,026	0.1118	-0,203
0.112	-0,024	0.112	-0,134
0.1122	-0,023	0.1122	-0,043
0.1124	-0,023	0.1124	0,058
0.1126	-0,024	0.1126	0,159
0.1128	-0,025	0.1128	0,250
0.113	-0,026	0.113	0,323
0.1132	-0,028	0.1132	0,372
0.1134	-0,029	0.1134	0,395
0.1136	-0,030	0.1136	0,392
0.1138	-0,030	0.1138	0,368
0.114	-0,030	0.114	0,329
0.1142	-0,030	0.1142	0,282
0.1144	-0,031	0.1144	0,235
0.1146	-0,031	0.1146	0,193
0.1148	-0,032	0.1148	0,161
0.115	-0,034	0.115	0,139
0.1152	-0,037	0.1152	0,126
0.1154	-0,041	0.1154	0,121
0.1156	-0,046	0.1156	0,118
0.1158	-0,051	0.1158	0,113
0.116	-0,056	0.116	0,104
0.1162	-0,061	0.1162	0,086
0.1164	-0,064	0.1164	0,061
0.1166	-0,066	0.1166	0,030
0.1168	-0,067	0.1168	-0,005
0.117	-0,066	0.117	-0,039
0.1172	-0,063	0.1172	-0,068
0.1174	-0,058	0.1174	-0,088
0.1176	-0,053	0.1176	-0,096
0.1178	-0,048	0.1178	-0,093
0.118	-0,043	0.118	-0,078
0.1182	-0,039	0.1182	-0,054
0.1184	-0,037	0.1184	-0,025
0.1186	-0,037	0.1186	0,005
0.1188	-0,039	0.1188	0,033
0.119	-0,042	0.119	0,056
0.1192	-0,048	0.1192	0,072
0.1194	-0,054	0.1194	0,081
0.1196	-0,061	0.1196	0,084
0.1198	-0,068	0.1198	0,082
0.12	-0,073	0.12	0,080
0.1202	-0,077	0.1202	0,078
0.1204	-0,078	0.1204	0,079
0.1206	-0,077	0.1206	0,083
0.1208	-0,074	0.1208	0,090
0.121	-0,069	0.121	0,099
0.1212	-0,061	0.1212	0,107
0.1214	-0,053	0.1214	0,114
0.1216	-0,044	0.1216	0,117
0.1218	-0,035	0.1218	0,116
0.122	-0,026	0.122	0,109
0.1222	-0,019	0.1222	0,099
0.1224	-0,012	0.1224	0,086
0.1226	-0,007	0.1226	0,072
0.1228	-0,004	0.1228	0,060
0.123	-0,001	0.123	0,050
0.1232	0,000	0.1232	0,042
0.1234	0,001	0.1234	0,035
0.1236	0,002	0.1236	0,028
0.1238	0,002	0.1238	0,017
0.124	0,004	0.124	0,001
0.1242	0,005	0.1242	-0,022
0.1244	0,008	0.1244	-0,054
0.1246	0,011	0.1246	-0,092
0.1248	0,015	0.1248	-0,135
0.125	0,020	0.125	-0,177
0.1252	0,026	0.1252	-0,213
0.1254	0,032	0.1254	-0,238
0.1256	0,038	0.1256	-0,246
0.1258	0,045	0.1258	-0,234
0.126	0,052	0.126	-0,200
0.1262	0,058	0.1262	-0,147
0.1264	0,065	0.1264	-0,078
0.1266	0,071	0.1266	0,001
0.1268	0,076	0.1268	0,080
0.127	0,081	0.127	0,152
0.1272	0,084	0.1272	0,208
0.1274	0,086	0.1274	0,243
0.1276	0,087	0.1276	0,255
0.1278	0,087	0.1278	0,242
0.128	0,085	0.128	0,209
0.1282	0,083	0.1282	0,163
0.1284	0,080	0.1284	0,110
0.1286	0,076	0.1286	0,061
0.1288	0,071	0.1288	0,023
0.129	0,067	0.129	0,003
0.1292	0,062	0.1292	0,004
0.1294	0,058	0.1294	0,027
0.1296	0,053	0.1296	0,069
0.1298	0,049	0.1298	0,123
0.13	0,045	0.13	0,182
0.1302	0,042	0.1302	0,236
0.1304	0,039	0.1304	0,276
0.1306	0,036	0.1306	0,296
0.1308	0,034	0.1308	0,291
0.131	0,033	0.131	0,259
0.1312	0,032	0.1312	0,201
0.1314	0,032	0.1314	0,123
0.1316	0,033	0.1316	0,032
0.1318	0,035	0.1318	-0,064
0.132	0,037	0.132	-0,157
0.1322	0,039	0.1322	-0,238
0.1324	0,042	0.1324	-0,302
0.1326	0,044	0.1326	-0,344
0.1328	0,045	0.1328	-0,365
0.133	0,045	0.133	-0,366
0.1332	0,044	0.1332	-0,350
0.1334	0,042	0.1334	-0,324
0.1336	0,039	0.1336	-0,292
0.1338	0,034	0.1338	-0,260
0.134	0,029	0.134	-0,232
0.1342	0,024	0.1342	-0,211
0.1344	0,019	0.1344	-0,197
0.1346	0,015	0.1346	-0,188
0.1348	0,012	0.1348	-0,180
0.135	0,011	0.135	-0,171
0.1352	0,012	0.1352	-0,155
0.1354	0,014	0.1354	-0,130
0.1356	0,019	0.1356	-0,093
0.1358	0,024	0.1358	-0,044
0.136	0,030	0.136	0,014
0.1362	0,036	0.1362	0,078
0.1364	0,041	0.1364	0,141
0.1366	0,045	0.1366	0,198
0.1368	0,048	0.1368	0,241
0.137	0,048	0.137	0,266
0.1372	0,047	0.1372	0,269
0.1374	0,044	0.1374	0,249
0.1376	0,040	0.1376	0,208
0.1378	0,036	0.1378	0,150
0.138	0,031	0.138	0,080
0.1382	0,028	0.1382	0,008
0.1384	0,025	0.1384	-0,061
0.1386	0,025	0.1386	-0,119
0.1388	0,026	0.1388	-0,161
0.139	0,029	0.139	-0,183
0.1392	0,033	0.1392	-0,185
0.1394	0,039	0.1394	-0,169
0.1396	0,045	0.1396	-0,139
0.1398	0,052	0.1398	-0,101
0.14	0,057	0.14	-0,062
0.1402	0,062	0.1402	-0,026
0.1404	0,064	0.1404	0,001
0.1406	0,065	0.1406	0,016
0.1408	0,065	0.1408	0,018
0.141	0,062	0.141	0,008
0.1412	0,059	0.1412	-0,010
0.1414	0,055	0.1414	-0,034
0.1416	0,050	0.1416	-0,058
0.1418	0,047	0.1418	-0,078
0.142	0,044	0.142	-0,091
0.1422	0,043	0.1422	-0,095
0.1424	0,044	0.1424	-0,090
0.1426	0,046	0.1426	-0,075
0.1428	0,050	0.1428	-0,054
0.143	0,054	0.143	-0,028
0.1432	0,059	0.1432	-0,002
0.1434	0,062	0.1434	0,022
0.1436	0,064	0.1436	0,041
0.1438	0,065	0.1438	0,053
0.144	0,062	0.144	0,058
0.1442	0,057	0.1442	0,056
0.1444	0,050	0.1444	0,048
0.1446	0,040	0.1446	0,034
0.1448	0,029	0.1448	0,016
0.145	0,017	0.145	-0,004
0.1452	0,005	0.1452	-0,026
0.1454	-0,005	0.1454	-0,049
0.1456	-0,014	0.1456	-0,073
0.1458	-0,019	0.1458	-0,096
0.146	-0,023	0.146	-0,118
0.1462	-0,023	0.1462	-0,139
0.1464	-0,021	0.1464	-0,157
0.1466	-0,018	0.1466	-0,171
0.1468	-0,015	0.1468	-0,180
0.147	-0,012	0.147	-0,182
0.1472	-0,011	0.1472	-0,177
0.1474	-0,012	0.1474	-0,162
0.1476	-0,016	0.1476	-0,139
0.1478	-0,023	0.1478	-0,107
0.148	-0,032	0.148	-0,069
0.1482	-0,043	0.1482	-0,027
0.1484	-0,055	0.1484	0,017
0.1486	-0,067	0.1486	0,059
0.1488	-0,077	0.1488	0,098
0.149	-0,086	0.149	0,130
0.1492	-0,090	0.1492	0,155
0.1494	-0,092	0.1494	0,172
0.1496	-0,089	0.1496	0,181
0.1498	-0,083	0.1498	0,184
0.15	-0,075	0.15	0,183
0.1502	-0,064	0.1502	0,180
0.1504	-0,052	0.1504	0,177
0.1506	-0,039	0.1506	0,177
