Time [Sec] - Base	g - Base	Time [Sec] - Ground	g - Ground
0,1248	0,0152897	0,1248	-0,13485
0,125	0,0201018	0,125	-0,177096
0,1252	0,0255744	0,1252	-0,213484
0,1254	0,0315997	0,1254	-0,238251
0,1256	0,038049	0,1256	-0,246293
0,1258	0,0447756	0,1258	-0,234088
0,126	0,0516139	0,126	-0,200437
0,1262	0,05838	0,1262	-0,146856
0,1264	0,0648742	0,1264	-0,0776241
0,1266	0,0708863	0,1266	0,000673817
0,1268	0,0762058	0,1268	0,0799353
0,127	0,0806352	0,127	0,151643
0,1272	0,0840065	0,1272	0,208072
0,1274	0,0861973	0,1274	0,243419
0,1276	0,087145	0,1276	0,254682
0,1278	0,0868547	0,1278	0,242136
0,128	0,0854003	0,128	0,209321
0,1282	0,0829175	0,1282	0,162572
0,1284	0,0795897	0,1284	0,110093
0,1286	0,0756283	0,1286	0,0607651
0,1288	0,0712515	0,1288	0,0228555
0,129	0,0666634	0,129	0,00277121
0,1292	0,0620395	0,1292	0,00412247
0,1294	0,0575158	0,1294	0,0271919
0,1296	0,0531906	0,1296	0,0688637
0,1298	0,0491279	0,1298	0,123091
0,13	0,0453722	0,13	0,181732
0,1302	0,0419615	0,1302	0,235711
0,1304	0,0389422	0,1304	0,276274
0,1306	0,0363766	0,1306	0,296214
0,1308	0,0343451	0,1308	0,290831
0,131	0,0329369	0,131	0,258557
0,1312	0,0322356	0,1312	0,20111
0,1314	0,0322964	0,1314	0,123223
0,1316	0,0331237	0,1316	0,0319438
0,1318	0,034651	0,1318	-0,0643185
0,132	0,0367274	0,132	-0,156917
0,1322	0,0391179	0,1322	-0,238066
0,1324	0,0415166	0,1324	-0,301765
0,1326	0,0435747	0,1326	-0,34445
0,1328	0,0449387	0,1328	-0,365251
0,133	0,0452979	0,133	-0,365911
0,1332	0,0444293	0,1332	-0,350293
0,1334	0,0422378	0,1334	-0,32365
0,1336	0,0387821	0,1336	-0,29174
0,1338	0,0342831	0,1338	-0,259897
0,134	0,0291099	0,134	-0,232223
0,1342	0,0237469	0,1342	-0,211074
0,1344	0,0187397	0,1344	-0,196733
0,1346	0,0146323	0,1346	-0,187552
0,1348	0,0118979	0,1348	-0,180333
0,135	0,0108779	0,135	-0,170984
0,1352	0,0117335	0,1352	-0,155325
0,1354	0,0144209	0,1354	-0,129942
0,1356	0,0186879	0,1356	-0,0928605
0,1358	0,0240997	0,1358	-0,0440922
0,136	0,0300869	0,136	0,0142062
0,1362	0,036011	0,1362	0,0778678
0,1364	0,0412426	0,1364	0,141201
0,1366	0,045237	0,1366	0,197736
0,1368	0,0476004	0,1368	0,241127
0,137	0,048139	0,137	0,266078
0,1372	0,0468813	0,1372	0,269133
0,1374	0,0440742	0,1374	0,249264
0,1376	0,040154	0,1376	0,208091
0,1378	0,0356928	0,1378	0,149755
0,138	0,031329	0,138	0,0804269
0,1382	0,0276903	0,1382	0,0075054
0,1384	0,0253181	0,1384	-0,0613427
0,1386	0,0246026	0,1386	-0,119157
0,1388	0,0257366	0,1388	-0,160609
0,139	0,0286951	0,139	-0,182604
0,1392	0,0332374	0,1392	-0,184634
0,1394	0,038938	0,1394	-0,168747
0,1396	0,0452369	0,1396	-0,139118
0,1398	0,0515058	0,1398	-0,101382
0,14	0,0571223	0,14	-0,0617677
0,1402	0,061544	0,1402	-0,0261648
0,1404	0,0643713	0,1404	0,000661559
0,1406	0,065395	0,1406	0,0156803
0,1408	0,0646199	0,1408	0,0179049
0,141	0,0622642	0,141	0,0083871
0,1412	0,0587325	0,1412	-0,0101015
0,1414	0,054568	0,1414	-0,0336001
0,1416	0,0503856	0,1416	-0,0576515
0,1418	0,0467962	0,1418	-0,0780257
0,142	0,044327	0,142	-0,0913213
0,1422	0,0433515	0,1422	-0,0954331
0,1424	0,0440358	0,1424	-0,0897545
0,1426	0,0463067	0,1426	-0,0751478
0,1428	0,0498534	0,1428	-0,0537001
0,143	0,0541517	0,143	-0,028312
0,1432	0,0585218	0,1432	-0,00219874
0,1434	0,062205	0,1434	0,0215778
0,1436	0,0644546	0,1436	0,0405252
0,1438	0,0646313	0,1438	0,0529616
0,144	0,0622924	0,144	0,0581145
0,1442	0,0572543	0,1442	0,0560658
0,1444	0,0496333	0,1444	0,0475637
0,1446	0,0398427	0,1446	0,0337819
0,1448	0,0285572	0,1448	0,0160519
0,145	0,0166387	0,145	-0,00436803
0,1452	0,00503754	0,1452	-0,0264329
0,1454	-0,00532454	0,1454	-0,049362
0,1456	-0,0136699	0,1456	-0,0725786
0,1458	-0,0194683	0,1458	-0,0955944
0,146	-0,0225082	0,146	-0,117846
0,1462	-0,0229346	0,1462	-0,138576
0,1464	-0,0212349	0,1464	-0,156758
0,1466	-0,0181836	0,1466	-0,17109
0,1468	-0,0147436	0,1468	-0,180111
0,147	-0,0119421	0,147	-0,182377
0,1472	-0,0107333	0,1472	-0,176644
0,1474	-0,0118689	0,1474	-0,162172
0,1476	-0,0157931	0,1476	-0,138882
0,1478	-0,0225768	0,1478	-0,107469
0,148	-0,0318957	0,148	-0,0694867
0,1482	-0,0430684	0,1482	-0,0271794
0,1484	-0,0551367	0,1484	0,0167491
0,1486	-0,0669825	0,1486	0,0593776
0,1488	-0,0774654	0,1488	0,0980083
0,149	-0,085563	0,149	0,130447
0,1492	-0,0904836	0,1492	0,155255
0,1494	-0,0917641	0,1494	0,171969
0,1496	-0,0893094	0,1496	0,181101
0,1498	-0,0833884	0,1498	0,184024
0,15	-0,0745827	0,15	0,182808
0,1502	-0,0636995	0,1502	0,179799
0,1504	-0,0516569	0,1504	0,177299
0,1506	-0,0393805	0,1506	0,177193
0,1508	-0,0276962	0,1508	0,180634
0,151	-0,0172599	0,151	0,18789
0,1512	-0,0085121	0,1512	0,198292
0,1514	-0,00167046	0,1514	0,210328
0,1516	0,00324179	0,1516	0,221889
0,1518	0,00634494	0,1518	0,230587
0,152	0,00784191	0,152	0,234164
0,1522	0,00795542	0,1522	0,23086
0,1524	0,00688523	0,1524	0,219754
0,1526	0,00478131	0,1526	0,200991
0,1528	0,00174629	0,1528	0,175796
0,153	-0,00214808	0,153	0,146453
0,1532	-0,00681999	0,1532	0,115989
0,1534	-0,0121392	0,1534	0,0878472
0,1536	-0,017893	0,1536	0,0654444
0,1538	-0,0237694	0,1538	0,0516828
0,154	-0,0293602	0,154	0,0485444
0,1542	-0,0342015	0,1542	0,0567823
0,1544	-0,0378208	0,1544	0,0757189
0,1546	-0,0398121	0,1546	0,103315
0,1548	-0,0399076	0,1548	0,136327
0,155	-0,03804	0,155	0,170694
0,1552	-0,0343789	0,1552	0,20201
0,1554	-0,0293403	0,1554	0,226064
0,1556	-0,0235541	0,1556	0,239368
0,1558	-0,0178021	0,1558	0,239603
0,156	-0,0129283	0,156	0,225899
0,1562	-0,00973681	0,1562	0,198948
0,1564	-0,00888295	0,1564	0,16088
0,1566	-0,0107862	0,1566	0,114968
0,1568	-0,0155702	0,1568	0,0651746
0,157	-0,0230369	0,157	0,0156088
0,1572	-0,0326893	0,1572	-0,0300377
0,1574	-0,0437902	0,1574	-0,0689535
0,1576	-0,0554471	0,1576	-0,099563
0,1578	-0,0667217	0,1578	-0,12166
0,158	-0,0767382	0,158	-0,13631
0,1582	-0,0847819	0,1582	-0,145599
0,1584	-0,0903736	0,1584	-0,152174
0,1586	-0,0933119	0,1586	-0,158726
0,1588	-0,0936775	0,1588	-0,167478
0,159	-0,0918026	0,159	-0,179748
0,1592	-0,0882105	0,1592	-0,195694
0,1594	-0,0835378	0,1594	-0,214267
0,1596	-0,0784454	0,1596	-0,23339
0,1598	-0,0735371	0,1598	-0,250335
0,16	-0,0692923	0,16	-0,262219
0,1602	-0,066021	0,1602	-0,266566
0,1604	-0,0638453	0,1604	-0,261796
0,1606	-0,0627081	0,1606	-0,24758
0,1608	-0,0624039	0,1608	-0,224991
0,161	-0,0626256	0,161	-0,196398
0,1612	-0,06302	0,1612	-0,165138
0,1614	-0,0632446	0,1614	-0,135012
0,1616	-0,0630157	0,1616	-0,109677
0,1618	-0,0621444	0,1618	-0,0920571
0,162	-0,0605559	0,162	-0,0838677
0,1622	-0,0582895	0,1622	-0,0853313
0,1624	-0,0554837	0,1624	-0,0951597
0,1626	-0,0523475	0,1626	-0,110772
0,1628	-0,0491245	0,1628	-0,128748
0,163	-0,0460531	0,163	-0,145406
0,1632	-0,0433307	0,1632	-0,157413
0,1634	-0,0410841	0,1634	-0,162329
0,1636	-0,0393506	0,1636	-0,158981
0,1638	-0,0380715	0,1638	-0,147591
0,164	-0,0370998	0,164	-0,129669
0,1642	-0,0362168	0,1642	-0,107647
0,1644	-0,0351619	0,1644	-0,0843685
0,1646	-0,0336665	0,1646	-0,0625084
0,1648	-0,03149	0,1648	-0,0440383
0,165	-0,0284532	0,165	-0,0298568
0,1652	-0,024465	0,1652	-0,0196407
0,1654	-0,019539	0,1654	-0,0119487
0,1656	-0,0137985	0,1656	-0,00456521
0,1658	-0,00746912	0,1658	0,0049732
0,166	-0,000859347	0,166	0,0187894
0,1662	0,00567056	0,1662	0,038113
0,1664	0,011746	0,1664	0,0628495
0,1666	0,0170182	0,1666	0,0914439
0,1668	0,0212032	0,1668	0,120958
0,167	0,0241136	0,167	0,147463
0,1672	0,0256787	0,1672	0,166648
0,1674	0,0259556	0,1674	0,174526
0,1676	0,0251213	0,1676	0,168146
0,1678	0,0234564	0,1678	0,146201
0,168	0,0213133	0,168	0,109323
0,1682	0,0190805	0,1682	0,0601695
0,1684	0,0171401	0,1684	0,00311291
0,1686	0,0158302	0,1686	-0,0563172
0,1688	0,01541	0,1688	-0,112166
0,169	0,0160384	0,169	-0,158928
0,1692	0,0177595	0,1692	-0,192313
0,1694	0,0205055	0,1694	-0,209845
0,1696	0,0241059	0,1696	-0,211232
0,1698	0,0283085	0,1698	-0,198322
0,17	0,0328059	0,17	-0,174817
0,1702	0,0372636	0,1702	-0,145656
0,1704	0,0413471	0,1704	-0,116254
0,1706	0,044747	0,1706	-0,0916873
0,1708	0,0471975	0,1708	-0,0759379
0,171	0,0484895	0,171	-0,07134
0,1712	0,0484791	0,1712	-0,0782989
0,1714	0,0470911	0,1714	-0,0952789
0,1716	0,0443202	0,1716	-0,119159
0,1718	0,0402305	0,1718	-0,145732
0,172	0,0349545	0,172	-0,170421
0,1722	0,0286901	0,1722	-0,189006
0,1724	0,0216969	0,1724	-0,198236
0,1726	0,0142891	0,1726	-0,196324
0,1728	0,00682401	0,1728	-0,183156
0,173	-0,000313589	0,173	-0,160229
0,1732	-0,0067321	0,1732	-0,130384
0,1734	-0,0120586	0,1734	-0,0973008
0,1736	-0,0159687	0,1736	-0,0648877
0,1738	-0,0182152	0,1738	-0,0367012
0,174	-0,0186547	0,174	-0,0153816
0,1742	-0,0172655	0,1742	-0,00229768
0,1744	-0,0141559	0,1744	0,00260549
0,1746	-0,00955849	0,1746	0,000749766
0,1748	-0,00381323	0,1748	-0,00537729
0,175	0,0026639	0,175	-0,0126609
0,1752	0,00941831	0,1752	-0,0178898
0,1754	0,0160033	0,1754	-0,018301
0,1756	0,0220212	0,1756	-0,0120333
0,1758	0,0271633	0,1758	0,00156011
0,176	0,0312369	0,176	0,0217852
0,1762	0,034178	0,1762	0,0467037
0,1764	0,0360487	0,1764	0,0733996
0,1766	0,0370189	0,1766	0,0984027
0,1768	0,0373334	0,1768	0,118188
0,177	0,0372738	0,177	0,129679
0,1772	0,0371175	0,1772	0,130692
0,1774	0,0370993	0,1774	0,120258
0,1776	0,0373827	0,1776	0,0987684
0,1778	0,0380419	0,1778	0,0679479
0,178	0,0390597	0,178	0,0306448
0,1782	0,0403361	0,1782	-0,00951544
0,1784	0,0417136	0,1784	-0,0485551
0,1786	0,0430062	0,1786	-0,082627
0,1788	0,0440332	0,1788	-0,10842
0,179	0,0446498	0,179	-0,123526
0,1792	0,0447695	0,1792	-0,126672
0,1794	0,0443758	0,1794	-0,117798
0,1796	0,0435228	0,1796	-0,0980248
0,1798	0,0423218	0,1798	-0,0694807
0,18	0,0409217	0,18	-0,0350139
0,1802	0,0394802	0,1802	0,00210223
0,1804	0,0381368	0,1804	0,0385333
0,1806	0,0369855	0,1806	0,0712008
0,1808	0,0360569	0,1808	0,0975381
0,181	0,0353111	0,181	0,115712
0,1812	0,0346419	0,1812	0,124731
0,1814	0,0338931	0,1814	0,124486
0,1816	0,0328835	0,1816	0,115722
0,1818	0,0314355	0,1818	0,0999162
0,182	0,0294061	0,182	0,0791274
0,1822	0,0267142	0,1822	0,0557818
0,1824	0,0233605	0,1824	0,0324496
0,1826	0,0194396	0,1826	0,0116141
0,1828	0,0151378	0,1828	-0,00455648
0,183	0,0107211	0,183	-0,014402
0,1832	0,00651081	0,1832	-0,0169235
0,1834	0,00285519	0,1834	-0,0118815
0,1836	9,32E-05	0,1836	0,000190816
0,1838	-0,00147519	0,1838	0,0180437
0,184	-0,00162214	0,184	0,0398538
0,1842	-0,000210651	0,1842	0,063427
0,1844	0,00278702	0,1844	0,0864406
0,1846	0,00728621	0,1846	0,106704
0,1848	0,0130919	0,1848	0,122402
0,185	0,0199109	0,185	0,132285
0,1852	0,0273726	0,1852	0,135799
0,1854	0,0350529	0,1854	0,133101
0,1856	0,0425008	0,1856	0,124991
0,1858	0,0492694	0,1858	0,11276
0,186	0,0549408	0,186	0,0979775
0,1862	0,0591528	0,1862	0,0822648
0,1864	0,0616264	0,1864	0,0670909
0,1866	0,0621789	0,1866	0,0535948
0,1868	0,0607441	0,1868	0,0425004
0,187	0,0573763	0,187	0,0341068
0,1872	0,0522508	0,1872	0,0283639
0,1874	0,0456547	0,1874	0,0250037
0,1876	0,0379716	0,1876	0,0237149
0,1878	0,0296543	0,1878	0,0242784
0,188	0,0211946	0,188	0,0266863
0,1882	0,0130861	0,1882	0,0311783
0,1884	0,00578587	0,1884	0,0382029
0,1886	-0,000324498	0,1886	0,0483075
0,1888	-0,0049699	0,1888	0,0619951
0,189	-0,00800621	0,189	0,0795203
0,1892	-0,00943268	0,1892	0,100763
0,1894	-0,00939125	0,1894	0,125107
0,1896	-0,00815253	0,1896	0,151426
0,1898	-0,00609076	0,1898	0,178157
0,19	-0,003649	0,19	0,203464
0,1902	-0,00129725	0,1902	0,225451
0,1904	0,00051126	0,1904	0,242429
0,1906	0,00137917	0,1906	0,253136
0,1908	0,00100232	0,1908	0,256929
0,191	-0,000807624	0,191	0,253863
0,1912	-0,004107	0,1912	0,244688
0,1914	-0,00882003	0,1914	0,230707
0,1916	-0,0147449	0,1916	0,213583
0,1918	-0,0215744	0,1918	0,195057
0,192	-0,0289207	0,192	0,176696
0,1922	-0,0363469	0,1922	0,159647
0,1924	-0,0434002	0,1924	0,144477
0,1926	-0,049647	0,1926	0,131097
0,1928	-0,0547022	0,1928	0,118809
0,193	-0,0582569	0,193	0,106428
0,1932	-0,0601015	0,1932	0,0925227
0,1934	-0,0601399	0,1934	0,0756754
0,1936	-0,0583977	0,1936	0,0547352
0,1938	-0,0550218	0,1938	0,0290626
0,194	-0,0502697	0,194	-0,00133463
0,1942	-0,0444895	0,1942	-0,0357428
0,1944	-0,0380945	0,1944	-0,0727654
0,1946	-0,0315289	0,1946	-0,110467
0,1948	-0,0252294	0,1948	-0,146587
0,195	-0,0195886	0,195	-0,178785
0,1952	-0,0149192	0,1952	-0,204957
0,1954	-0,0114265	0,1954	-0,223485
0,1956	-0,00919294	0,1956	-0,233461
0,1958	-0,00817554	0,1958	-0,234833
0,196	-0,00821574	0,196	-0,228437
0,1962	-0,00906505	0,1962	-0,215931
0,1964	-0,0104187	0,1964	-0,199631
0,1966	-0,0119581	0,1966	-0,182243
0,1968	-0,013391	0,1968	-0,166536
0,197	-0,0144895	0,197	-0,154975
0,1972	-0,0151144	0,1972	-0,149377
0,1974	-0,0152278	0,1974	-0,1506
0,1976	-0,0148898	0,1976	-0,158351
0,1978	-0,0142421	0,1978	-0,171135
0,198	-0,0134791	0,198	-0,186358
0,1982	-0,0128141	0,1982	-0,200583
0,1984	-0,0124445	0,1984	-0,209975
0,1986	-0,0125224	0,1986	-0,210791
0,1988	-0,0131349	0,1988	-0,19994
0,199	-0,0143001	0,199	-0,175527
0,1992	-0,0159738	0,1992	-0,13723
0,1994	-0,0180686	0,1994	-0,0865332
0,1996	-0,0204824	0,1996	-0,0267257
0,1998	-0,0231252	0,1998	0,037407
0,2	-0,0259442	0,2	0,100073
0,2002	-0,0289394	0,2002	0,155169
0,2004	-0,0321658	0,2004	0,197102
0,2006	-0,0357229	0,2006	0,221527
0,2008	-0,039731	0,2008	0,226022
0,201	-0,0443004	0,201	0,210503
0,2012	-0,0494971	0,2012	0,177316
0,2014	-0,0553119	0,2014	0,131021
0,2016	-0,0616399	0,2016	0,0778148
0,2018	-0,0682721	0,2018	0,0247425
0,202	-0,0749042	0,202	-0,0212717
0,2022	-0,0811597	0,2022	-0,054346
0,2024	-0,0866257	0,2024	-0,0704559
0,2026	-0,0908941	0,2026	-0,06798
0,2028	-0,0936061	0,2028	-0,0479088
0,203	-0,094491	0,203	-0,013647
0,2032	-0,0933925	0,2032	0,0294643
0,2034	-0,090285	0,2034	0,0749895
0,2036	-0,0852709	0,2036	0,116307
0,2038	-0,0785668	0,2038	0,147548
0,204	-0,0704775	0,204	0,164388
0,2042	-0,0613673	0,2042	0,164567
0,2044	-0,0516257	0,2044	0,14805
0,2046	-0,0416408	0,2046	0,116873
0,2048	-0,0317754	0,2048	0,0746408
0,205	-0,0223541	0,205	0,0258123
0,2052	-0,0136562	0,2052	-0,025054
0,2054	-0,00591389	0,2054	-0,0740779
0,2056	0,000682915	0,2056	-0,118584
0,2058	0,00598998	0,2058	-0,157379
0,206	0,00990615	0,206	-0,190739
0,2062	0,01238	0,2062	-0,220071
0,2064	0,0134192	0,2064	-0,247352
0,2066	0,0131008	0,2066	-0,274501
0,2068	0,0115811	0,2068	-0,302721
0,207	0,00910305	0,207	-0,332042
0,2072	0,0059906	0,2072	-0,361088
0,2074	0,00263556	0,2074	-0,387167
0,2076	-0,000528203	0,2076	-0,406641
0,2078	-0,00306326	0,2078	-0,415546
0,208	-0,00456984	0,208	-0,410339
0,2082	-0,00473358	0,2082	-0,388627
0,2084	-0,00336664	0,2084	-0,349762
0,2086	-0,000440332	0,2086	-0,295169
0,2088	0,00389778	0,2088	-0,228344
0,209	0,0093254	0,209	-0,154503
0,2092	0,0153678	0,2092	-0,0799476
0,2094	0,0214393	0,2094	-0,0112245
0,2096	0,0268993	0,2096	0,0457835
0,2098	0,0311197	0,2098	0,0866687
0,21	0,0335482	0,21	0,109115
0,2102	0,033774	0,2102	0,113191
0,2104	0,0315713	0,2104	0,101265
0,2106	0,0269322	0,2106	0,0775977
0,2108	0,0200731	0,2108	0,0476289
0,211	0,0114185	0,211	0,0171193
0,2112	0,00156567	0,2112	-0,00871293
0,2114	-0,00877169	0,2114	-0,0259588
0,2116	-0,0188279	0,2116	-0,0325001
0,2118	-0,027853	0,2118	-0,0282025
0,212	-0,035182	0,212	-0,0147713
0,2122	-0,0402894	0,2122	0,00472642
0,2124	-0,0428298	0,2124	0,026498
0,2126	-0,0426667	0,2126	0,0467984
0,2128	-0,0398694	0,2128	0,0626395
0,213	-0,0347006	0,213	0,0723087
0,2132	-0,0275831	0,2132	0,0756573
0,2134	-0,019052	0,2134	0,0740632
0,2136	-0,00970179	0,2136	0,0700941
0,2138	-0,000131485	0,2138	0,0669844
0,214	0,00910841	0,214	0,0679478
0,2142	0,0175602	0,2142	0,0755279
0,2144	0,0248899	0,2144	0,0910618
0,2146	0,0309056	0,2146	0,114379
0,2148	0,0355593	0,2148	0,143772
0,215	0,038933	0,215	0,176287
0,2152	0,0412115	0,2152	0,208214
0,2154	0,0426473	0,2154	0,235759
0,2156	0,0435198	0,2156	0,255722
0,2158	0,0440922	0,2158	0,266082
0,216	0,0445788	0,216	0,266375
0,2162	0,0451129	0,2162	0,257791
0,2164	0,0457357	0,2164	0,24296
0,2166	0,0463881	0,2166	0,225475
0,2168	0,0469281	0,2168	0,209213
0,217	0,04715	0,217	0,197592
0,2172	0,0468228	0,2172	0,192894
0,2174	0,0457272	0,2174	0,195769
0,2176	0,0436985	0,2176	0,205039
0,2178	0,0406575	0,2178	0,217806
0,218	0,036639	0,218	0,229912
0,2182	0,0317999	0,2182	0,236622
0,2184	0,0264194	0,2184	0,233466
0,2186	0,0208787	0,2186	0,217074
0,2188	0,0156272	0,2188	0,185855
0,219	0,0111392	0,219	0,140406
0,2192	0,00785984	0,2192	0,0835734
0,2194	0,00615473	0,2194	0,0201245
0,2196	0,00626318	0,2196	-0,0438953
0,2198	0,00826344	0,2198	-0,10205
0,22	0,0120521	0,22	-0,148484
0,2202	0,0173427	0,2202	-0,178835
0,2204	0,0236837	0,2204	-0,190925
0,2206	0,0304938	0,2206	-0,185104
0,2208	0,037116	0,2208	-0,164219
0,221	0,0428794	0,221	-0,133135
0,2212	0,0471678	0,2212	-0,0979703
0,2214	0,0494831	0,2214	-0,0650952
0,2216	0,0495035	0,2216	-0,0400883
0,2218	0,0471228	0,2218	-0,0268592
0,222	0,042473	0,222	-0,0269868
0,2222	0,0359225	0,2222	-0,0395084
0,2224	0,0280517	0,2224	-0,0610764
0,2226	0,0196044	0,2226	-0,0865058
0,2228	0,0114247	0,2228	-0,109697
0,223	0,00437863	0,223	-0,124619
0,2232	-0,000726526	0,2232	-0,126357
0,2234	-0,00322182	0,2234	-0,111996
0,2236	-0,00264447	0,2236	-0,0810664
0,2238	0,00121126	0,2238	-0,0357135
0,224	0,00826844	0,224	0,0196189
0,2242	0,0181653	0,2242	0,0789161
0,2244	0,030286	0,2244	0,135452
0,2246	0,0438089	0,2246	0,182856
0,2248	0,057781	0,2248	0,216072
0,225	0,071202	0,225	0,23207
0,2252	0,0831148	0,2252	0,230247
0,2254	0,0926895	0,2254	0,212425
0,2256	0,0992984	0,2256	0,182443
0,2258	0,102565	0,2258	0,145459
0,226	0,10239	0,226	0,107068
0,2262	0,0989545	0,2262	0,0723695
0,2264	0,0926858	0,2264	0,0451828
0,2266	0,0842121	0,2266	0,0275104
0,2268	0,074292	0,2268	0,0193599
0,227	0,0637386	0,227	0,018909
0,2272	0,0533416	0,2272	0,0230262
0,2274	0,0437985	0,2274	0,0279796
0,2276	0,035658	0,2276	0,0302488
0,2278	0,0292872	0,2278	0,0272911
0,228	0,0248542	0,228	0,018095
0,2282	0,0223385	0,2282	0,00344644
0,2284	0,0215536	0,2284	-0,014131
0,2286	0,0221885	0,2286	-0,0308036
0,2288	0,0238538	0,2288	-0,0420771
0,229	0,0261311	0,229	-0,0436075
0,2292	0,0286179	0,2292	-0,0320218
0,2294	0,0309619	0,2294	-0,00558747
0,2296	0,0328859	0,2296	0,0353575
0,2298	0,0341971	0,2298	0,0882971
0,23	0,0347849	0,23	0,148805
0,2302	0,0346106	0,2302	0,211099
0,2304	0,033689	0,2304	0,268846
0,2306	0,0320673	0,2306	0,31604
0,2308	0,0298066	0,2308	0,347848
0,231	0,0269661	0,231	0,361278
0,2312	0,0235942	0,2312	0,355563
0,2314	0,019727	0,2314	0,332237
0,2316	0,0153924	0,2316	0,294851
0,2318	0,0106199	0,2318	0,248399
0,232	0,00545098	0,232	0,19855
0,2322	-4,74E-05	0,2322	0,150786
0,2324	-0,00577489	0,2324	0,109594
0,2326	-0,0115924	0,2326	0,0778653
0,2328	-0,0173238	0,2328	0,056544
0,233	-0,0227649	0,233	0,0446338
0,2332	-0,027696	0,2332	0,0394886
0,2334	-0,0318998	0,2334	0,0374047
0,2336	-0,0351799	0,2336	0,0343435
0,2338	-0,0373812	0,2338	0,026751
0,234	-0,0384064	0,234	0,0122485
0,2342	-0,03823	0,2342	-0,00983816
0,2344	-0,0369041	0,2344	-0,0382854
0,2346	-0,0345576	0,2346	-0,0700836
0,2348	-0,0313873	0,2348	-0,100923
0,235	-0,0276453	0,235	-0,125867
0,2352	-0,0236204	0,2352	-0,14026
0,2354	-0,0196168	0,2354	-0,140559
0,2356	-0,0159318	0,2356	-0,125076
0,2358	-0,0128327	0,2358	-0,0944283
0,236	-0,0105373	0,236	-0,0516433
0,2362	-0,00919907	0,2362	-0,00183334
0,2364	-0,00889738	0,2364	0,0484498
0,2366	-0,0096329	0,2366	0,0921693
0,2368	-0,0113284	0,2368	0,122867
0,237	-0,0138341	0,237	0,135672
0,2372	-0,0169391	0,2372	0,128108
0,2374	-0,0203855	0,2374	0,100526
0,2376	-0,0238874	0,2376	0,0560947
0,2378	-0,0271505	0,2378	0,00033167
0,238	-0,0298929	0,238	-0,0597681
0,2382	-0,0318661	0,2382	-0,116872
0,2384	-0,0328748	0,2384	-0,164543
0,2386	-0,0327935	0,2386	-0,198338
0,2388	-0,0315794	0,2388	-0,216604
0,239	-0,0292783	0,239	-0,220799
0,2392	-0,0260255	0,2392	-0,215274
0,2394	-0,0220382	0,2394	-0,206531
0,2396	-0,0176007	0,2396	-0,202069
0,2398	-0,0130439	0,2398	-0,209028
0,24	-0,00871569	0,24	-0,232789
0,2402	-0,00495206	0,2402	-0,275845
0,2404	-0,00204434	0,2404	-0,337106
0,2406	-0,000212316	0,2406	-0,411738
0,2408	0,000418241	0,2408	-0,491686
0,241	-0,000171221	0,241	-0,566767
0,2412	-0,00188878	0,2412	-0,626124
0,2414	-0,00454082	0,2414	-0,659936
0,2416	-0,00785174	0,2416	-0,661013
0,2418	-0,0114933	0,2418	-0,625985
0,242	-0,0151206	0,242	-0,556059
0,2422	-0,0184082	0,2422	-0,457043
0,2424	-0,0210855	0,2424	-0,338594
0,2426	-0,0229635	0,2426	-0,213078
0,2428	-0,0239554	0,2428	-0,0937958
0,243	-0,0240832	0,243	0,00688427
0,2432	-0,0234752	0,2432	0,0790736
0,2434	-0,0223502	0,2434	0,116825
0,2436	-0,0209921	0,2436	0,118772
0,2438	-0,019719	0,2438	0,0881291
0,244	-0,018849	0,244	0,032192
0,2442	-0,0186706	0,2442	-0,0389898
0,2444	-0,0194172	0,2444	-0,114183
0,2446	-0,0212471	0,2446	-0,182584
0,2448	-0,0242349	0,2448	-0,235509
0,245	-0,0283654	0,245	-0,267442
0,2452	-0,0335421	0,2452	-0,276606
0,2454	-0,0395994	0,2454	-0,265087
0,2456	-0,0463225	0,2456	-0,238111
0,2458	-0,0534664	0,2458	-0,20302
0,246	-0,0607788	0,246	-0,167904
0,2462	-0,0680113	0,2462	-0,140155
0,2464	-0,0749403	0,2464	-0,125141
0,2466	-0,0813727	0,2466	-0,125452
0,2468	-0,087157	0,2468	-0,140429
0,247	-0,0921842	0,247	-0,166377
0,2472	-0,0963838	0,2472	-0,197217
0,2474	-0,0997177	0,2474	-0,225606
0,2476	-0,10217	0,2476	-0,244155
0,2478	-0,103736	0,2478	-0,246768
0,248	-0,104417	0,248	-0,229741
0,2482	-0,104208	0,2482	-0,192389
0,2484	-0,103091	0,2484	-0,13731
0,2486	-0,101035	0,2486	-0,0701121
0,2488	-0,0979922	0,2488	0,00143478
0,249	-0,09391	0,249	0,068452
0,2492	-0,0887388	0,2492	0,122321
0,2494	-0,0824496	0,2494	0,155964
0,2496	-0,075048	0,2496	0,164912
0,2498	-0,0665915	0,2498	0,148
0,25	-0,0572025	0,25	0,107591
0,2502	-0,0470797	0,2502	0,049299
0,2504	-0,0364938	0,2504	-0,0187095
0,2506	-0,0257873	0,2506	-0,0868697
0,2508	-0,0153547	0,2508	-0,145434
0,251	-0,00562204	0,251	-0,185872
0,2512	0,00298329	0,2512	-0,201941
0,2514	0,0100652	0,2514	-0,190477
0,2516	0,0152975	0,2516	-0,151776
0,2518	0,0184506	0,2518	-0,0894273
0,252	0,0194202	0,252	-0,00975769
0,2522	0,0182399	0,2522	0,0790597
0,2524	0,0150888	0,2524	0,168147
